window_id,start_time,end_time,count,expected,z,q_value,pro_rate,delta_pro_rate,dup_fraction,near_dup_fraction,name_weirdness_mean,support_n,evidence_tier,primary_explanation,secondary_explanation,score,is_low_power,caveat_flags,evidence_kinds,source_detectors,score_primary_driver,score_detector_breakdown,score_signal_breakdown,count_raw,count_exact_row_dedup,count_delta,count_relative_delta,pro_rate_raw,pro_rate_exact_row_dedup,pro_rate_delta,dup_fraction_raw,dup_fraction_exact_row_dedup,dup_fraction_delta
w_20260206T114300_20260206T114300,2026-02-06T11:43:00-08:00,2026-02-06T11:43:00-08:00,35.0,19.94164193867458,,0.0,0.22857142857142856,,0.0,1.0,,78829,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T114300_20260206T114300:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),35.0,35.0,0.0,0.0,0.22857142857142856,0.22857142857142856,0.0,0.0,0.0,0.0
w_20260206T114200_20260206T114200,2026-02-06T11:42:00-08:00,2026-02-06T11:42:00-08:00,35.0,19.94164193867458,,0.0,0.08571428571428572,,0.0,1.0,,78794,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T114200_20260206T114200:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),35.0,35.0,0.0,0.0,0.08571428571428572,0.08571428571428572,0.0,0.0,0.0,0.0
w_20260206T114000_20260206T114000,2026-02-06T11:40:00-08:00,2026-02-06T11:40:00-08:00,51.0,19.94164193867458,,0.0,0.11764705882352941,,0.0,1.0,,78709,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T114000_20260206T114000:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),51.0,51.0,0.0,0.0,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.0
w_20260206T113900_20260206T113900,2026-02-06T11:39:00-08:00,2026-02-06T11:39:00-08:00,35.0,19.94164193867458,,0.0,0.2571428571428571,,0.0,1.0,,78658,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T113900_20260206T113900:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),35.0,35.0,0.0,0.0,0.2571428571428571,0.2571428571428571,0.0,0.0,0.0,0.0
w_20260206T113800_20260206T113800,2026-02-06T11:38:00-08:00,2026-02-06T11:38:00-08:00,48.0,19.94164193867458,,0.0,0.16666666666666666,,0.0,1.0,,78623,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T113800_20260206T113800:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),48.0,48.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0
w_20260206T113600_20260206T113600,2026-02-06T11:36:00-08:00,2026-02-06T11:36:00-08:00,35.0,19.94164193867458,,0.0,0.2571428571428571,,0.0,1.0,,78533,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T113600_20260206T113600:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),35.0,35.0,0.0,0.0,0.2571428571428571,0.2571428571428571,0.0,0.0,0.0,0.0
w_20260206T113400_20260206T113400,2026-02-06T11:34:00-08:00,2026-02-06T11:34:00-08:00,36.0,19.94164193867458,,0.0,0.1111111111111111,,0.0,1.0,,78465,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T113400_20260206T113400:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),36.0,36.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0
w_20260206T113300_20260206T113300,2026-02-06T11:33:00-08:00,2026-02-06T11:33:00-08:00,39.0,19.94164193867458,,0.0,0.10256410256410256,,0.0,1.0,,78429,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T113300_20260206T113300:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),39.0,39.0,0.0,0.0,0.10256410256410256,0.10256410256410256,0.0,0.0,0.0,0.0
w_20260206T113200_20260206T113200,2026-02-06T11:32:00-08:00,2026-02-06T11:32:00-08:00,51.0,19.94164193867458,,0.0,0.11764705882352941,,0.0,1.0,,78390,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T113200_20260206T113200:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),51.0,51.0,0.0,0.0,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.0
w_20260206T113000_20260206T113000,2026-02-06T11:30:00-08:00,2026-02-06T11:30:00-08:00,35.0,19.94164193867458,,0.0,0.2,,0.0,1.0,,78283,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T113000_20260206T113000:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),35.0,35.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0
w_20260206T112800_20260206T112800,2026-02-06T11:28:00-08:00,2026-02-06T11:28:00-08:00,34.0,19.94164193867458,,0.0,0.2647058823529412,,0.0,1.0,,78202,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T112800_20260206T112800:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),34.0,34.0,0.0,0.0,0.2647058823529412,0.2647058823529412,0.0,0.0,0.0,0.0
w_20260206T112700_20260206T112700,2026-02-06T11:27:00-08:00,2026-02-06T11:27:00-08:00,39.0,19.94164193867458,,0.0,0.20512820512820512,,0.0,1.0,,78168,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T112700_20260206T112700:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),39.0,39.0,0.0,0.0,0.20512820512820512,0.20512820512820512,0.0,0.0,0.0,0.0
w_20260206T112500_20260206T112500,2026-02-06T11:25:00-08:00,2026-02-06T11:25:00-08:00,44.0,19.94164193867458,,0.0,0.18181818181818182,,0.0,1.0,,78076,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T112500_20260206T112500:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),44.0,44.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0
w_20260206T112400_20260206T112400,2026-02-06T11:24:00-08:00,2026-02-06T11:24:00-08:00,45.0,19.94164193867458,,0.0,0.1111111111111111,,0.0,1.0,,78032,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T112400_20260206T112400:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),45.0,45.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0
w_20260206T112300_20260206T112300,2026-02-06T11:23:00-08:00,2026-02-06T11:23:00-08:00,57.0,19.94164193867458,,0.0,0.15789473684210525,,0.0,1.0,,77987,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T112300_20260206T112300:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),57.0,57.0,0.0,0.0,0.15789473684210525,0.15789473684210525,0.0,0.0,0.0,0.0
w_20260206T112100_20260206T112100,2026-02-06T11:21:00-08:00,2026-02-06T11:21:00-08:00,46.0,19.94164193867458,,0.0,0.10869565217391304,,0.0,1.0,,77880,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T112100_20260206T112100:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),46.0,46.0,0.0,0.0,0.10869565217391304,0.10869565217391304,0.0,0.0,0.0,0.0
w_20260206T112000_20260206T112000,2026-02-06T11:20:00-08:00,2026-02-06T11:20:00-08:00,61.0,19.94164193867458,,0.0,0.14754098360655737,,0.0,1.0,,77834,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T112000_20260206T112000:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),61.0,61.0,0.0,0.0,0.14754098360655737,0.14754098360655737,0.0,0.0,0.0,0.0
w_20260206T111700_20260206T111700,2026-02-06T11:17:00-08:00,2026-02-06T11:17:00-08:00,50.0,19.94164193867458,,0.0,0.16,,0.0,1.0,,77671,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T111700_20260206T111700:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),50.0,50.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0
w_20260206T111600_20260206T111600,2026-02-06T11:16:00-08:00,2026-02-06T11:16:00-08:00,43.0,19.94164193867458,,0.0,0.16279069767441862,,0.0,1.0,,77621,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T111600_20260206T111600:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),43.0,43.0,0.0,0.0,0.16279069767441862,0.16279069767441862,0.0,0.0,0.0,0.0
w_20260206T111500_20260206T111500,2026-02-06T11:15:00-08:00,2026-02-06T11:15:00-08:00,37.0,19.94164193867458,,0.0,0.10810810810810811,,0.0,1.0,,77578,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T111500_20260206T111500:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),37.0,37.0,0.0,0.0,0.10810810810810811,0.10810810810810811,0.0,0.0,0.0,0.0
w_20260206T111400_20260206T111400,2026-02-06T11:14:00-08:00,2026-02-06T11:14:00-08:00,43.0,19.94164193867458,,0.0,0.18604651162790697,,0.0,1.0,,77541,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T111400_20260206T111400:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),43.0,43.0,0.0,0.0,0.18604651162790697,0.18604651162790697,0.0,0.0,0.0,0.0
w_20260206T111300_20260206T111300,2026-02-06T11:13:00-08:00,2026-02-06T11:13:00-08:00,48.0,19.94164193867458,,0.0,0.1875,,0.0,1.0,,77498,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T111300_20260206T111300:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),48.0,48.0,0.0,0.0,0.1875,0.1875,0.0,0.0,0.0,0.0
w_20260206T111200_20260206T111200,2026-02-06T11:12:00-08:00,2026-02-06T11:12:00-08:00,55.0,19.94164193867458,,0.0,0.2,,0.0,1.0,,77450,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T111200_20260206T111200:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),55.0,55.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0
w_20260206T111100_20260206T111100,2026-02-06T11:11:00-08:00,2026-02-06T11:11:00-08:00,46.0,19.94164193867458,,0.0,0.10869565217391304,,0.0,1.0,,77395,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T111100_20260206T111100:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),46.0,46.0,0.0,0.0,0.10869565217391304,0.10869565217391304,0.0,0.0,0.0,0.0
w_20260206T111000_20260206T111000,2026-02-06T11:10:00-08:00,2026-02-06T11:10:00-08:00,53.0,19.94164193867458,,0.0,0.07547169811320754,,0.0,1.0,,77349,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T111000_20260206T111000:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),53.0,53.0,0.0,0.0,0.07547169811320754,0.07547169811320754,0.0,0.0,0.0,0.0
w_20260206T110900_20260206T110900,2026-02-06T11:09:00-08:00,2026-02-06T11:09:00-08:00,54.0,19.94164193867458,,0.0,0.1111111111111111,,0.0,1.0,,77296,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T110900_20260206T110900:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),54.0,54.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0
w_20260206T110800_20260206T110800,2026-02-06T11:08:00-08:00,2026-02-06T11:08:00-08:00,46.0,19.94164193867458,,0.0,0.21739130434782608,,0.0,1.0,,77242,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T110800_20260206T110800:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),46.0,46.0,0.0,0.0,0.21739130434782608,0.21739130434782608,0.0,0.0,0.0,0.0
w_20260206T110700_20260206T110700,2026-02-06T11:07:00-08:00,2026-02-06T11:07:00-08:00,52.0,19.94164193867458,,0.0,0.15384615384615385,,0.0,1.0,,77196,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T110700_20260206T110700:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),52.0,52.0,0.0,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,0.0
w_20260206T110400_20260206T110400,2026-02-06T11:04:00-08:00,2026-02-06T11:04:00-08:00,34.0,19.94164193867458,,0.0,0.20588235294117646,,0.0,1.0,,77054,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T110400_20260206T110400:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),34.0,34.0,0.0,0.0,0.20588235294117646,0.20588235294117646,0.0,0.0,0.0,0.0
w_20260206T110300_20260206T110300,2026-02-06T11:03:00-08:00,2026-02-06T11:03:00-08:00,52.0,19.94164193867458,,0.0,0.19230769230769232,,0.0,1.0,,77020,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T110300_20260206T110300:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),52.0,52.0,0.0,0.0,0.19230769230769232,0.19230769230769232,0.0,0.0,0.0,0.0
w_20260206T110200_20260206T110200,2026-02-06T11:02:00-08:00,2026-02-06T11:02:00-08:00,45.0,19.94164193867458,,0.0,0.15555555555555556,,0.0,1.0,,76968,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T110200_20260206T110200:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),45.0,45.0,0.0,0.0,0.15555555555555556,0.15555555555555556,0.0,0.0,0.0,0.0
w_20260206T110100_20260206T110100,2026-02-06T11:01:00-08:00,2026-02-06T11:01:00-08:00,45.0,19.94164193867458,,0.0,0.15555555555555556,,0.0,1.0,,76923,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T110100_20260206T110100:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),45.0,45.0,0.0,0.0,0.15555555555555556,0.15555555555555556,0.0,0.0,0.0,0.0
w_20260206T110000_20260206T110000,2026-02-06T11:00:00-08:00,2026-02-06T11:00:00-08:00,52.0,19.94164193867458,,0.0,0.1346153846153846,,0.0,1.0,,76878,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T110000_20260206T110000:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),52.0,52.0,0.0,0.0,0.1346153846153846,0.1346153846153846,0.0,0.0,0.0,0.0
w_20260206T105900_20260206T105900,2026-02-06T10:59:00-08:00,2026-02-06T10:59:00-08:00,41.0,19.94164193867458,,0.0,0.1951219512195122,,0.0,1.0,,76826,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T105900_20260206T105900:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),41.0,41.0,0.0,0.0,0.1951219512195122,0.1951219512195122,0.0,0.0,0.0,0.0
w_20260206T105800_20260206T105800,2026-02-06T10:58:00-08:00,2026-02-06T10:58:00-08:00,40.0,19.94164193867458,,0.0,0.225,,0.0,1.0,,76785,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T105800_20260206T105800:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),40.0,40.0,0.0,0.0,0.225,0.225,0.0,0.0,0.0,0.0
w_20260206T105700_20260206T105700,2026-02-06T10:57:00-08:00,2026-02-06T10:57:00-08:00,33.0,19.94164193867458,,0.0,0.24242424242424243,,0.0,1.0,,76745,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T105700_20260206T105700:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),33.0,33.0,0.0,0.0,0.24242424242424243,0.24242424242424243,0.0,0.0,0.0,0.0
w_20260206T105600_20260206T105600,2026-02-06T10:56:00-08:00,2026-02-06T10:56:00-08:00,35.0,19.94164193867458,,0.0,0.11428571428571428,,0.0,1.0,,76712,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T105600_20260206T105600:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),35.0,35.0,0.0,0.0,0.11428571428571428,0.11428571428571428,0.0,0.0,0.0,0.0
w_20260206T105500_20260206T105500,2026-02-06T10:55:00-08:00,2026-02-06T10:55:00-08:00,39.0,19.94164193867458,,0.0,0.15384615384615385,,0.0,1.0,,76677,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T105500_20260206T105500:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),39.0,39.0,0.0,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,0.0
w_20260206T105400_20260206T105400,2026-02-06T10:54:00-08:00,2026-02-06T10:54:00-08:00,42.0,19.94164193867458,,0.0,0.21428571428571427,,0.0,1.0,,76638,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T105400_20260206T105400:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),42.0,42.0,0.0,0.0,0.21428571428571427,0.21428571428571427,0.0,0.0,0.0,0.0
w_20260206T105300_20260206T105300,2026-02-06T10:53:00-08:00,2026-02-06T10:53:00-08:00,54.0,19.94164193867458,,0.0,0.12962962962962962,,0.0,1.0,,76596,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T105300_20260206T105300:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),54.0,54.0,0.0,0.0,0.12962962962962962,0.12962962962962962,0.0,0.0,0.0,0.0
w_20260206T105200_20260206T105200,2026-02-06T10:52:00-08:00,2026-02-06T10:52:00-08:00,48.0,19.94164193867458,,0.0,0.14583333333333334,,0.0,1.0,,76542,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T105200_20260206T105200:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),48.0,48.0,0.0,0.0,0.14583333333333334,0.14583333333333334,0.0,0.0,0.0,0.0
w_20260206T105100_20260206T105100,2026-02-06T10:51:00-08:00,2026-02-06T10:51:00-08:00,43.0,19.94164193867458,,0.0,0.32558139534883723,,0.0,1.0,,76494,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T105100_20260206T105100:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),43.0,43.0,0.0,0.0,0.32558139534883723,0.32558139534883723,0.0,0.0,0.0,0.0
w_20260206T105000_20260206T105000,2026-02-06T10:50:00-08:00,2026-02-06T10:50:00-08:00,41.0,19.94164193867458,,0.0,0.1951219512195122,,0.0,1.0,,76451,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T105000_20260206T105000:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),41.0,41.0,0.0,0.0,0.1951219512195122,0.1951219512195122,0.0,0.0,0.0,0.0
w_20260206T104900_20260206T104900,2026-02-06T10:49:00-08:00,2026-02-06T10:49:00-08:00,41.0,19.94164193867458,,0.0,0.04878048780487805,,0.0,1.0,,76410,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T104900_20260206T104900:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),41.0,41.0,0.0,0.0,0.04878048780487805,0.04878048780487805,0.0,0.0,0.0,0.0
w_20260206T104800_20260206T104800,2026-02-06T10:48:00-08:00,2026-02-06T10:48:00-08:00,50.0,19.94164193867458,,0.0,0.16,,0.0,1.0,,76369,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T104800_20260206T104800:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),50.0,50.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0
w_20260206T104700_20260206T104700,2026-02-06T10:47:00-08:00,2026-02-06T10:47:00-08:00,37.0,19.94164193867458,,0.0,0.16216216216216217,,0.0,1.0,,76319,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T104700_20260206T104700:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),37.0,37.0,0.0,0.0,0.16216216216216217,0.16216216216216217,0.0,0.0,0.0,0.0
w_20260206T104600_20260206T104600,2026-02-06T10:46:00-08:00,2026-02-06T10:46:00-08:00,39.0,19.94164193867458,,0.0,0.3333333333333333,,0.0,1.0,,76282,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T104600_20260206T104600:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),39.0,39.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
w_20260206T104500_20260206T104500,2026-02-06T10:45:00-08:00,2026-02-06T10:45:00-08:00,61.0,19.94164193867458,,0.0,0.08196721311475409,,0.0,1.0,,76243,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T104500_20260206T104500:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),61.0,61.0,0.0,0.0,0.08196721311475409,0.08196721311475409,0.0,0.0,0.0,0.0
w_20260206T104400_20260206T104400,2026-02-06T10:44:00-08:00,2026-02-06T10:44:00-08:00,52.0,19.94164193867458,,0.0,0.17307692307692307,,0.0,1.0,,76182,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T104400_20260206T104400:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),52.0,52.0,0.0,0.0,0.17307692307692307,0.17307692307692307,0.0,0.0,0.0,0.0
w_20260206T104300_20260206T104300,2026-02-06T10:43:00-08:00,2026-02-06T10:43:00-08:00,60.0,19.94164193867458,,0.0,0.16666666666666666,,0.0,1.0,,76130,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T104300_20260206T104300:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),60.0,60.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0
