window_id,start_time,end_time,count,expected,z,q_value,pro_rate,delta_pro_rate,dup_fraction,near_dup_fraction,name_weirdness_mean,support_n,evidence_tier,primary_explanation,secondary_explanation,score,is_low_power,caveat_flags,evidence_kinds,source_detectors,score_primary_driver,score_detector_breakdown,score_signal_breakdown,count_raw,count_exact_row_dedup,count_delta,count_relative_delta,pro_rate_raw,pro_rate_exact_row_dedup,pro_rate_delta,dup_fraction_raw,dup_fraction_exact_row_dedup,dup_fraction_delta
w_20260206T104200_20260206T104200,2026-02-06T10:42:00-08:00,2026-02-06T10:42:00-08:00,47.0,19.94164193867458,,0.0,0.14893617021276595,,0.0,1.0,,76070,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T104200_20260206T104200:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),47.0,47.0,0.0,0.0,0.14893617021276595,0.14893617021276595,0.0,0.0,0.0,0.0
w_20260206T104100_20260206T104100,2026-02-06T10:41:00-08:00,2026-02-06T10:41:00-08:00,44.0,19.94164193867458,,0.0,0.09090909090909091,,0.0,1.0,,76023,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T104100_20260206T104100:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),44.0,44.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0
w_20260206T104000_20260206T104000,2026-02-06T10:40:00-08:00,2026-02-06T10:40:00-08:00,67.0,19.94164193867458,,0.0,0.208955223880597,,0.0,1.0,,75979,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T104000_20260206T104000:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),67.0,67.0,0.0,0.0,0.208955223880597,0.208955223880597,0.0,0.0,0.0,0.0
w_20260206T103800_20260206T103800,2026-02-06T10:38:00-08:00,2026-02-06T10:38:00-08:00,52.0,19.94164193867458,,0.0,0.09615384615384616,,0.0,1.0,,75861,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T103800_20260206T103800:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),52.0,52.0,0.0,0.0,0.09615384615384616,0.09615384615384616,0.0,0.0,0.0,0.0
w_20260206T103700_20260206T103700,2026-02-06T10:37:00-08:00,2026-02-06T10:37:00-08:00,53.0,19.94164193867458,,0.0,0.20754716981132076,,0.0,1.0,,75809,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T103700_20260206T103700:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),53.0,53.0,0.0,0.0,0.20754716981132076,0.20754716981132076,0.0,0.0,0.0,0.0
w_20260206T103600_20260206T103600,2026-02-06T10:36:00-08:00,2026-02-06T10:36:00-08:00,64.0,19.94164193867458,,0.0,0.15625,,0.0,1.0,,75756,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T103600_20260206T103600:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),64.0,64.0,0.0,0.0,0.15625,0.15625,0.0,0.0,0.0,0.0
w_20260206T103500_20260206T103500,2026-02-06T10:35:00-08:00,2026-02-06T10:35:00-08:00,38.0,19.94164193867458,,0.0,0.21052631578947367,,0.0,1.0,,75692,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T103500_20260206T103500:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),38.0,38.0,0.0,0.0,0.21052631578947367,0.21052631578947367,0.0,0.0,0.0,0.0
w_20260206T103400_20260206T103400,2026-02-06T10:34:00-08:00,2026-02-06T10:34:00-08:00,43.0,19.94164193867458,,0.0,0.13953488372093023,,0.0,1.0,,75654,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T103400_20260206T103400:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),43.0,43.0,0.0,0.0,0.13953488372093023,0.13953488372093023,0.0,0.0,0.0,0.0
w_20260206T103300_20260206T103300,2026-02-06T10:33:00-08:00,2026-02-06T10:33:00-08:00,50.0,19.94164193867458,,0.0,0.26,,0.0,1.0,,75611,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T103300_20260206T103300:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),50.0,50.0,0.0,0.0,0.26,0.26,0.0,0.0,0.0,0.0
w_20260206T103200_20260206T103200,2026-02-06T10:32:00-08:00,2026-02-06T10:32:00-08:00,41.0,19.94164193867458,,0.0,0.0975609756097561,,0.0,1.0,,75561,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T103200_20260206T103200:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),41.0,41.0,0.0,0.0,0.0975609756097561,0.0975609756097561,0.0,0.0,0.0,0.0
w_20260206T103100_20260206T103100,2026-02-06T10:31:00-08:00,2026-02-06T10:31:00-08:00,42.0,19.94164193867458,,0.0,0.19047619047619047,,0.0,1.0,,75520,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T103100_20260206T103100:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),42.0,42.0,0.0,0.0,0.19047619047619047,0.19047619047619047,0.0,0.0,0.0,0.0
w_20260206T103000_20260206T103000,2026-02-06T10:30:00-08:00,2026-02-06T10:30:00-08:00,55.0,19.94164193867458,,0.0,0.18181818181818182,,0.0,1.0,,75478,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T103000_20260206T103000:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),55.0,55.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0
w_20260206T102700_20260206T102700,2026-02-06T10:27:00-08:00,2026-02-06T10:27:00-08:00,49.0,19.94164193867458,,0.0,0.10204081632653061,,0.0,1.0,,75314,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T102700_20260206T102700:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),49.0,49.0,0.0,0.0,0.10204081632653061,0.10204081632653061,0.0,0.0,0.0,0.0
w_20260206T102600_20260206T102600,2026-02-06T10:26:00-08:00,2026-02-06T10:26:00-08:00,46.0,19.94164193867458,,0.0,0.2608695652173913,,0.0,1.0,,75265,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T102600_20260206T102600:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),46.0,46.0,0.0,0.0,0.2608695652173913,0.2608695652173913,0.0,0.0,0.0,0.0
w_20260206T102500_20260206T102500,2026-02-06T10:25:00-08:00,2026-02-06T10:25:00-08:00,64.0,19.94164193867458,,0.0,0.109375,,0.0,1.0,,75219,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T102500_20260206T102500:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),64.0,64.0,0.0,0.0,0.109375,0.109375,0.0,0.0,0.0,0.0
w_20260206T102400_20260206T102400,2026-02-06T10:24:00-08:00,2026-02-06T10:24:00-08:00,62.0,19.94164193867458,,0.0,0.1774193548387097,,0.0,1.0,,75155,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T102400_20260206T102400:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),62.0,62.0,0.0,0.0,0.1774193548387097,0.1774193548387097,0.0,0.0,0.0,0.0
w_20260206T102300_20260206T102300,2026-02-06T10:23:00-08:00,2026-02-06T10:23:00-08:00,49.0,19.94164193867458,,0.0,0.08163265306122448,,0.0,1.0,,75093,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T102300_20260206T102300:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),49.0,49.0,0.0,0.0,0.08163265306122448,0.08163265306122448,0.0,0.0,0.0,0.0
w_20260206T102200_20260206T102200,2026-02-06T10:22:00-08:00,2026-02-06T10:22:00-08:00,57.0,19.94164193867458,,0.0,0.24561403508771928,,0.0,1.0,,75044,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T102200_20260206T102200:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),57.0,57.0,0.0,0.0,0.24561403508771928,0.24561403508771928,0.0,0.0,0.0,0.0
w_20260206T102100_20260206T102100,2026-02-06T10:21:00-08:00,2026-02-06T10:21:00-08:00,67.0,19.94164193867458,,0.0,0.208955223880597,,0.0,1.0,,74987,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T102100_20260206T102100:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),67.0,67.0,0.0,0.0,0.208955223880597,0.208955223880597,0.0,0.0,0.0,0.0
w_20260206T101900_20260206T101900,2026-02-06T10:19:00-08:00,2026-02-06T10:19:00-08:00,72.0,19.94164193867458,,0.0,0.3055555555555556,,0.0,1.0,,74842,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T101900_20260206T101900:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),72.0,72.0,0.0,0.0,0.3055555555555556,0.3055555555555556,0.0,0.0,0.0,0.0
w_20260206T101600_20260206T101600,2026-02-06T10:16:00-08:00,2026-02-06T10:16:00-08:00,60.0,19.94164193867458,,0.0,0.21666666666666667,,0.0,1.0,,74645,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T101600_20260206T101600:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),60.0,60.0,0.0,0.0,0.21666666666666667,0.21666666666666667,0.0,0.0,0.0,0.0
w_20260206T101500_20260206T101500,2026-02-06T10:15:00-08:00,2026-02-06T10:15:00-08:00,68.0,19.94164193867458,,0.0,0.25,,0.0,1.0,,74585,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T101500_20260206T101500:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),68.0,68.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0
w_20260206T101400_20260206T101400,2026-02-06T10:14:00-08:00,2026-02-06T10:14:00-08:00,71.0,19.94164193867458,,0.0,0.14084507042253522,,0.0,1.0,,74517,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T101400_20260206T101400:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),71.0,71.0,0.0,0.0,0.14084507042253522,0.14084507042253522,0.0,0.0,0.0,0.0
w_20260206T101300_20260206T101300,2026-02-06T10:13:00-08:00,2026-02-06T10:13:00-08:00,63.0,19.94164193867458,,0.0,0.25396825396825395,,0.0,1.0,,74446,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T101300_20260206T101300:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),63.0,63.0,0.0,0.0,0.25396825396825395,0.25396825396825395,0.0,0.0,0.0,0.0
w_20260206T101100_20260206T101100,2026-02-06T10:11:00-08:00,2026-02-06T10:11:00-08:00,61.0,19.94164193867458,,0.0,0.21311475409836064,,0.0,1.0,,74313,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T101100_20260206T101100:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),61.0,61.0,0.0,0.0,0.21311475409836064,0.21311475409836064,0.0,0.0,0.0,0.0
w_20260206T101000_20260206T101000,2026-02-06T10:10:00-08:00,2026-02-06T10:10:00-08:00,54.0,19.94164193867458,,0.0,0.14814814814814814,,0.0,1.0,,74252,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T101000_20260206T101000:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),54.0,54.0,0.0,0.0,0.14814814814814814,0.14814814814814814,0.0,0.0,0.0,0.0
w_20260206T100900_20260206T100900,2026-02-06T10:09:00-08:00,2026-02-06T10:09:00-08:00,49.0,19.94164193867458,,0.0,0.2653061224489796,,0.0,1.0,,74198,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T100900_20260206T100900:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),49.0,49.0,0.0,0.0,0.2653061224489796,0.2653061224489796,0.0,0.0,0.0,0.0
w_20260206T100800_20260206T100800,2026-02-06T10:08:00-08:00,2026-02-06T10:08:00-08:00,35.0,19.94164193867458,,0.0,0.2571428571428571,,0.0,1.0,,74149,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T100800_20260206T100800:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),35.0,35.0,0.0,0.0,0.2571428571428571,0.2571428571428571,0.0,0.0,0.0,0.0
w_20260206T100700_20260206T100700,2026-02-06T10:07:00-08:00,2026-02-06T10:07:00-08:00,29.0,19.94164193867458,,0.0,0.3103448275862069,,0.0,1.0,,74114,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T100700_20260206T100700:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),29.0,29.0,0.0,0.0,0.3103448275862069,0.3103448275862069,0.0,0.0,0.0,0.0
w_20260206T100600_20260206T100600,2026-02-06T10:06:00-08:00,2026-02-06T10:06:00-08:00,37.0,19.94164193867458,,0.0,0.24324324324324326,,0.0,1.0,,74085,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T100600_20260206T100600:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),37.0,37.0,0.0,0.0,0.24324324324324326,0.24324324324324326,0.0,0.0,0.0,0.0
w_20260206T100500_20260206T100500,2026-02-06T10:05:00-08:00,2026-02-06T10:05:00-08:00,42.0,19.94164193867458,,0.0,0.30952380952380953,,0.0,1.0,,74048,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T100500_20260206T100500:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),42.0,42.0,0.0,0.0,0.30952380952380953,0.30952380952380953,0.0,0.0,0.0,0.0
w_20260206T100300_20260206T100300,2026-02-06T10:03:00-08:00,2026-02-06T10:03:00-08:00,37.0,19.94164193867458,,0.0,0.21621621621621623,,0.0,1.0,,73987,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T100300_20260206T100300:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),37.0,37.0,0.0,0.0,0.21621621621621623,0.21621621621621623,0.0,0.0,0.0,0.0
w_20260206T100200_20260206T100200,2026-02-06T10:02:00-08:00,2026-02-06T10:02:00-08:00,27.0,19.94164193867458,,0.0,0.2222222222222222,,0.0,1.0,,73950,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T100200_20260206T100200:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),27.0,27.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0
w_20260206T100100_20260206T100100,2026-02-06T10:01:00-08:00,2026-02-06T10:01:00-08:00,41.0,19.94164193867458,,0.0,0.2682926829268293,,0.0,1.0,,73923,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T100100_20260206T100100:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),41.0,41.0,0.0,0.0,0.2682926829268293,0.2682926829268293,0.0,0.0,0.0,0.0
w_20260206T100000_20260206T100000,2026-02-06T10:00:00-08:00,2026-02-06T10:00:00-08:00,33.0,19.94164193867458,,0.0,0.2727272727272727,,0.0,1.0,,73882,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T100000_20260206T100000:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),33.0,33.0,0.0,0.0,0.2727272727272727,0.2727272727272727,0.0,0.0,0.0,0.0
w_20260206T095900_20260206T095900,2026-02-06T09:59:00-08:00,2026-02-06T09:59:00-08:00,33.0,19.94164193867458,,0.0,0.3939393939393939,,0.0,1.0,,73849,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T095900_20260206T095900:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),33.0,33.0,0.0,0.0,0.3939393939393939,0.3939393939393939,0.0,0.0,0.0,0.0
w_20260206T095800_20260206T095800,2026-02-06T09:58:00-08:00,2026-02-06T09:58:00-08:00,35.0,19.94164193867458,,0.0,0.22857142857142856,,0.0,1.0,,73816,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T095800_20260206T095800:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),35.0,35.0,0.0,0.0,0.22857142857142856,0.22857142857142856,0.0,0.0,0.0,0.0
w_20260206T095700_20260206T095700,2026-02-06T09:57:00-08:00,2026-02-06T09:57:00-08:00,35.0,19.94164193867458,,0.0,0.2,,0.0,1.0,,73781,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T095700_20260206T095700:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),35.0,35.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0
w_20260206T095600_20260206T095600,2026-02-06T09:56:00-08:00,2026-02-06T09:56:00-08:00,36.0,19.94164193867458,,0.0,0.19444444444444445,,0.0,1.0,,73746,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T095600_20260206T095600:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),36.0,36.0,0.0,0.0,0.19444444444444445,0.19444444444444445,0.0,0.0,0.0,0.0
w_20260206T095500_20260206T095500,2026-02-06T09:55:00-08:00,2026-02-06T09:55:00-08:00,38.0,19.94164193867458,,0.0,0.3684210526315789,,0.0,1.0,,73710,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T095500_20260206T095500:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),38.0,38.0,0.0,0.0,0.3684210526315789,0.3684210526315789,0.0,0.0,0.0,0.0
w_20260206T095400_20260206T095400,2026-02-06T09:54:00-08:00,2026-02-06T09:54:00-08:00,36.0,19.94164193867458,,0.0,0.4444444444444444,,0.0,1.0,,73672,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T095400_20260206T095400:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),36.0,36.0,0.0,0.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.0
w_20260206T095300_20260206T095300,2026-02-06T09:53:00-08:00,2026-02-06T09:53:00-08:00,26.0,19.94164193867458,,0.0,0.4230769230769231,,0.0,1.0,,73636,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T095300_20260206T095300:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),26.0,26.0,0.0,0.0,0.4230769230769231,0.4230769230769231,0.0,0.0,0.0,0.0
w_20260206T095100_20260206T095100,2026-02-06T09:51:00-08:00,2026-02-06T09:51:00-08:00,33.0,19.94164193867458,,0.0,0.24242424242424243,,0.0,1.0,,73571,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T095100_20260206T095100:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),33.0,33.0,0.0,0.0,0.24242424242424243,0.24242424242424243,0.0,0.0,0.0,0.0
w_20260206T095000_20260206T095000,2026-02-06T09:50:00-08:00,2026-02-06T09:50:00-08:00,33.0,19.94164193867458,,0.0,0.30303030303030304,,0.0,1.0,,73538,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T095000_20260206T095000:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),33.0,33.0,0.0,0.0,0.30303030303030304,0.30303030303030304,0.0,0.0,0.0,0.0
w_20260206T094900_20260206T094900,2026-02-06T09:49:00-08:00,2026-02-06T09:49:00-08:00,34.0,19.94164193867458,,0.0,0.47058823529411764,,0.0,1.0,,73505,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T094900_20260206T094900:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),34.0,34.0,0.0,0.0,0.47058823529411764,0.47058823529411764,0.0,0.0,0.0,0.0
w_20260206T094700_20260206T094700,2026-02-06T09:47:00-08:00,2026-02-06T09:47:00-08:00,34.0,19.94164193867458,,0.0,0.38235294117647056,,0.0,1.0,,73428,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T094700_20260206T094700:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),34.0,34.0,0.0,0.0,0.38235294117647056,0.38235294117647056,0.0,0.0,0.0,0.0
w_20260206T094500_20260206T094500,2026-02-06T09:45:00-08:00,2026-02-06T09:45:00-08:00,37.0,19.94164193867458,,0.0,0.24324324324324326,,0.0,1.0,,73357,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T094500_20260206T094500:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),37.0,37.0,0.0,0.0,0.24324324324324326,0.24324324324324326,0.0,0.0,0.0,0.0
w_20260206T094400_20260206T094400,2026-02-06T09:44:00-08:00,2026-02-06T09:44:00-08:00,27.0,19.94164193867458,,0.0,0.48148148148148145,,0.0,1.0,,73320,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T094400_20260206T094400:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),27.0,27.0,0.0,0.0,0.48148148148148145,0.48148148148148145,0.0,0.0,0.0,0.0
w_20260206T094300_20260206T094300,2026-02-06T09:43:00-08:00,2026-02-06T09:43:00-08:00,39.0,19.94164193867458,,0.0,0.3333333333333333,,0.0,1.0,,73293,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T094300_20260206T094300:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),39.0,39.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
w_20260206T094200_20260206T094200,2026-02-06T09:42:00-08:00,2026-02-06T09:42:00-08:00,30.0,19.94164193867458,,0.0,0.3,,0.0,1.0,,73254,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T094200_20260206T094200:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),30.0,30.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0
