level,committee,chamber,hour_bin,weekday_bin,bucket_minutes,n_windows,n_rows_total,duplicate_row_rate_mean,duplicate_row_rate_median,median_n_rows,shrink_k
committee_chamber_hour_weekday_bucket,"technology, economic development, & veterans",house,16,6,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,"technology, economic development, & veterans",house,17,0,1,12,12,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,"technology, economic development, & veterans",house,17,4,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,"technology, economic development, & veterans",house,17,6,1,3,3,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,"technology, economic development, & veterans",house,18,0,1,18,25,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,"technology, economic development, & veterans",house,18,6,1,3,3,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,"technology, economic development, & veterans",house,19,0,1,18,24,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,"technology, economic development, & veterans",house,19,4,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,"technology, economic development, & veterans",house,19,6,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,"technology, economic development, & veterans",house,20,0,1,16,17,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,"technology, economic development, & veterans",house,20,4,1,5,7,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,"technology, economic development, & veterans",house,20,5,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,"technology, economic development, & veterans",house,20,6,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,"technology, economic development, & veterans",house,21,0,1,9,10,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,"technology, economic development, & veterans",house,21,4,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,"technology, economic development, & veterans",house,21,5,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,"technology, economic development, & veterans",house,21,6,1,4,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,"technology, economic development, & veterans",house,22,0,1,10,11,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,"technology, economic development, & veterans",house,22,2,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,"technology, economic development, & veterans",house,22,4,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,"technology, economic development, & veterans",house,22,5,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,"technology, economic development, & veterans",house,22,6,1,5,5,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,"technology, economic development, & veterans",house,23,0,1,9,11,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,"technology, economic development, & veterans",house,23,4,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,"technology, economic development, & veterans",house,23,5,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,0,1,1,20,30,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,0,2,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,0,3,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,0,6,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,1,0,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,1,1,1,9,11,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,1,2,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,2,1,1,8,8,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,2,2,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,2,5,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,2,6,1,4,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,3,0,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,3,1,1,11,11,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,3,4,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,3,6,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,4,1,1,16,18,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,4,3,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,4,4,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,4,5,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,5,0,1,5,5,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,5,1,1,39,69,0.017094017094017092,0.0,2.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,5,3,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,5,4,1,4,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,5,5,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,5,6,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,6,0,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,6,1,1,50,133,0.026000000000000002,0.0,2.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,6,2,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,6,3,1,3,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,6,4,1,9,11,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,6,5,1,3,3,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,6,6,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,7,0,1,9,9,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,7,1,1,53,131,0.009433962264150943,0.0,2.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,7,3,1,3,7,0.0,0.0,2.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,7,4,1,21,29,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,7,5,1,12,13,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,7,6,1,10,10,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,8,0,1,14,15,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,8,2,1,3,3,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,8,3,1,7,7,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,8,4,1,20,23,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,8,5,1,19,19,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,8,6,1,6,6,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,9,0,1,12,13,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,9,1,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,9,2,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,9,3,1,6,6,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,9,4,1,17,21,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,9,5,1,15,15,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,9,6,1,9,10,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,10,0,1,18,26,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,10,3,1,3,3,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,10,4,1,27,36,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,10,5,1,8,8,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,10,6,1,4,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,11,0,1,23,25,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,11,1,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,11,3,1,4,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,11,4,1,24,29,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,11,5,1,7,7,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,11,6,1,5,5,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,12,0,1,26,35,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,12,1,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,12,2,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,12,3,1,3,5,0.0,0.0,2.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,12,4,1,23,29,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,12,5,1,3,3,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,12,6,1,5,5,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,13,0,1,29,35,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,13,1,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,13,3,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,13,4,1,29,42,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,13,5,1,5,5,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,13,6,1,6,6,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,14,0,1,22,27,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,14,2,1,4,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,14,3,1,26,63,0.0,0.0,2.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,14,4,1,23,37,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,14,5,1,6,6,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,14,6,1,6,6,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,15,0,1,8,8,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,15,1,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,15,3,1,33,60,0.0,0.0,2.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,15,4,1,12,15,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,15,5,1,4,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,15,6,1,4,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,16,0,1,44,112,0.0,0.0,2.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,16,1,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,16,2,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,16,3,1,23,28,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,16,4,1,21,23,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,16,5,1,6,6,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,16,6,1,5,5,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,17,0,1,53,135,0.0,0.0,2.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,17,2,1,7,7,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,17,3,1,24,31,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,17,4,1,10,11,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,17,5,1,3,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,17,6,1,14,14,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,18,0,1,50,98,0.02,0.0,2.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,18,1,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,18,2,1,5,5,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,18,3,1,12,16,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,18,4,1,14,16,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,18,5,1,4,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,18,6,1,7,8,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,19,0,1,44,90,0.011363636363636364,0.0,2.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,19,1,1,4,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,19,2,1,6,6,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,19,3,1,14,16,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,19,4,1,7,8,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,19,5,1,4,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,19,6,1,7,7,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,20,0,1,53,119,0.012578616352201257,0.0,2.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,20,2,1,4,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,20,3,1,12,12,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,20,4,1,11,11,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,20,5,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,20,6,1,10,11,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,21,0,1,51,126,0.0130718954248366,0.0,2.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,21,1,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,21,2,1,4,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,21,3,1,9,9,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,21,4,1,12,12,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,21,5,1,12,12,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,21,6,1,7,7,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,22,0,1,48,128,0.0,0.0,2.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,22,1,1,4,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,22,2,1,4,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,22,3,1,8,9,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,22,4,1,3,6,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,22,5,1,4,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,22,6,1,5,5,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,23,0,1,41,68,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,house,23,1,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,23,2,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,23,3,1,4,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,23,4,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,23,5,1,3,3,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,house,23,6,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,0,0,1,3,3,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,0,3,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,0,5,1,3,3,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,0,6,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,1,0,1,4,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,3,0,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,4,0,1,3,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,4,3,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,5,0,1,5,5,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,5,3,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,5,5,1,7,9,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,5,6,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,6,0,1,4,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,6,3,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,6,5,1,4,5,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,6,6,1,5,6,0.2,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,7,0,1,11,12,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,7,3,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,7,4,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,7,5,1,11,12,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,7,6,1,6,6,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,8,0,1,13,19,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,8,4,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,8,5,1,17,21,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,8,6,1,5,5,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,9,0,1,21,27,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,9,4,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,9,5,1,20,22,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,9,6,1,19,20,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,10,0,1,31,41,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,10,2,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,10,3,1,5,5,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,10,4,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,10,5,1,15,19,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,10,6,1,19,20,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,11,0,1,23,32,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,11,4,1,3,3,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,11,5,1,13,15,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,11,6,1,12,15,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,12,0,1,43,62,0.015503875968992248,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,12,3,1,5,7,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,12,4,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,12,5,1,14,17,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,12,6,1,7,9,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,13,0,1,30,35,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,13,2,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,13,4,1,3,3,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,13,5,1,16,18,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,13,6,1,11,12,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,14,0,1,34,45,0.029411764705882353,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,14,2,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,14,4,1,5,5,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,14,5,1,12,12,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,14,6,1,13,13,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,15,1,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,15,3,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,15,5,1,11,12,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,15,6,1,17,19,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,16,2,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,16,3,1,4,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,16,4,1,3,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,16,5,1,9,11,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,16,6,1,16,21,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,17,2,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,17,3,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,17,5,1,9,10,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,17,6,1,14,18,0.07142857142857142,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,18,4,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,18,5,1,8,8,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,18,6,1,14,21,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,19,2,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,19,3,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,19,4,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,19,5,1,10,10,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,19,6,1,19,21,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,20,2,1,4,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,20,3,1,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,20,4,1,14,15,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,20,5,1,5,7,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,20,6,1,17,19,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,21,2,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,21,3,1,3,3,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,21,4,1,23,29,0.043478260869565216,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,21,5,1,4,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,21,6,1,16,21,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,22,3,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,22,4,1,10,13,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,22,5,1,5,5,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,22,6,1,15,17,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,23,3,1,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,transportation,senate,23,4,1,10,11,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,23,5,1,6,7,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,transportation,senate,23,6,1,7,7,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,unknown committee,house,0,0,1,67,71,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,unknown committee,house,0,1,1,118,138,0.0033898305084745766,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,unknown committee,house,0,2,1,67,72,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,unknown committee,house,0,3,1,47,47,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,unknown committee,house,0,4,1,25,25,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,unknown committee,house,0,5,1,31,32,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,unknown committee,house,0,6,1,31,33,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,unknown committee,house,1,0,1,42,46,0.015873015873015872,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,unknown committee,house,1,1,1,54,57,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,unknown committee,house,1,2,1,36,37,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,unknown committee,house,1,3,1,31,33,0.0,0.0,1.0,10.0
